<name>What</name>	What	what?"--she	"What do you, in particular, call its work?" "Well, to see me through." "But through [MASK] liked to get it all out of him. "Why through this experience." That was all that would come.
<name>Strether</name>	Strether	Strether	A woman--a particular woman--may stand that strain. But can a man?" he propounded. [MASK]'s answer was as prompt as if he had already, for himself, worked it out. "Not without a very high ideal of conduct.
<name>Strether</name>	Strether	Strether	"But haven't you yourself rather too much?" "Oh RATHER--!" So that after an instant, under this reproach and as if it were at last a fact really to escape from, [MASK] made his move for departure.
<name>Milrose</name>	Milrose	Strether	[MASK] was never to make out exactly what--proved, as it were, too much for him after his comrades had stood for three minutes taking in, while they leaned on an old balustrade that guarded the edge of the Row, a particularly crooked and huddled street-view.
<name>Maisie</name>	Maisie	Strether	You're afraid yourself of being squared. But you're a humbug," he added, "all the same." "Oh!" [MASK] quickly protested. "Yes, you ask me for protection--which makes you very interesting; and then you won't take it.
<name>Mrs. Stringham</name>	Mrs. Stringham	Bilham	[MASK]'s too good. But I think I may say a sufficiency. Yes, a sufficiency. Have you supposed strange things of me?"--and she fixed him again, through all her tortoise-shell, with the droll interest of it. "You ARE all indeed wonderful.
<name>Milly</name>	Milly	Sarah	Each of her movements, in this resolute rupture, reaffirmed, re-enforced that idea. [MASK] passed out of sight in the sunny street while, planted there in the centre of the comparatively grey court, he continued merely to look before him.
<name>Strether</name>	Strether	Chad	I can't say more, you know; and I don't see how I can do more, in every way, than I've done." [MASK] took this, almost artlessly, as a direct allusion. "You've seen her?" "
<name>Millicent</name>	Millicent	Strether	"Oh," [MASK] had to admit, "I couldn't manage THAT. He's thrown, as usual, on the world; the world which, after all, by his account--for he has prodigious adventures--seems very good to him.
<name>Strether</name>	Strether	Waymarsh	There seemed moreover a direct connexion between some such inference and a sudden grim dash taken by [MASK] to the opposite side. This movement was startlingly sudden, and his companions at first supposed him to have espied, to be pursuing, the glimpse of an acquaintance.
<name>He</name>	He	Strether	"It has come then at last?" [MASK] paused in the act of pinning his necktie. "Then you know--? You've had one too?" "No, I've had nothing, and I only know what I see. I see that thing
<name>Strether</name>	Strether	Strether	"I see," [MASK] mused. "It's too deep." "That's his only fault," she returned--"that everything, with him, is too deep. He has depths of silence--which he breaks only at the longest intervals by a remark.
<name>Strether</name>	Strether	Maria	"He has given her--as I explained to you that she let me know yesterday--his word of honour to do as I say." [MASK] stared. "But if you say nothing!" Well, he as usual walked about on it.
<name>Longdon</name>	Longdon	Strether	It was quite as if he knew his surreptitious step had been divined, and it was also as if he missed the chance to explain the purity of his motive; but this privation of relief should be precisely his small penance: it was not amiss for [MASK] that he should find himself to that degree uneasy.
<name>Estella</name>	Estella	Waymarsh	Here, with his scrap of paper compressed in his fist and further concealed by his folding his arms tight, he sat for some time in thought, gazed before him so straight that [MASK] appeared and approached him without catching his eye.
<name>Strether</name>	Strether	Strether	[MASK] hadn't pressed him as to the object of the preference so unexpectedly described; feeling in the presence of it, with one of his irrepressible scruples, a delicacy from which he had in the quest of the quite other article worked himself sufficiently free.
<name>Lucy</name>	Lucy	Chadwick	It had been sad, of a sudden, with a sadness that was like a cold breath in his face. "What can I do," he finally asked, "but listen to you as I promised [MASK]?" "
<name>Millicent</name>	Millicent	Strether	And what's to-night for her but a kind of apotheosis? Her frock's really good." "Good enough to go to heaven in? For after a real apotheosis," [MASK] went on, "there's nothing BUT heaven.
<name>Miles</name>	Miles	Chad	He had therefore, further, not at that moment acknowledged the amenity added by this acceptance of his awkwardness to [MASK]'s general patience. Hadn't he none the less known at the very time--known it stupidly and without reaction--that the boy was accepting something?
<name>Strether</name>	Strether	Chad	The light refreshment of these vain appearances had not accordingly carried any of them very far. On the other hand it had gained [MASK] time; it had given him a chance, unchecked, to strike his roots, had paved the way for initiations more direct and more deep.
<name>Millicent</name>	Millicent	Strether	"It contrasts--just so; all round, and tremendously." "Therefore, perhaps, most of all with what YOU want?" "Oh," said [MASK], "what I want is a thing I've ceased to measure or even to understand."
<name>Milly</name>	Milly	Jeanne	"YOU would have been a friend." "I?"--it startled him a little. "For the reason you say. You're not stupid." And then abruptly, as if bringing it out were somehow founded on that fact: "We're marrying [MASK]."
<name>Longdon</name>	Longdon	Chad	Made her all the more effectually that she could see you didn't set about it on purpose--I mean set about affecting her as with fear." [MASK] cast a pleasant backward glance over his possibilities of motive.
<name>Strether</name>	Strether	Strether	Gracious," she added before he could speak, "how intensely you make me see her!" "If you see her," [MASK] dropped, "it's all that's necessary." She really seemed to have her. "I feel that.
<name>Strether</name>	Strether	Waymarsh	Something straight and simple, something heavy and empty, had been eclipsed in its company; something by which he had best known his friend. [MASK] wouldn't BE his friend, somehow, without the occasional ornament of the sacred rage, and the right to the sacred rage--inestimably precious for
<name>Chadwick</name>	Chadwick	Woollett	Do what he might, in any case, his previous virtue was still there, and it seemed fairly to stare at him out of the windows of shops that were not as the shops of [MASK], fairly to make him want things that he shouldn't know what to do with.
<name>Millicent</name>	Millicent	Strether	"I want it," said [MASK], "to be my last word of all to you. I can't say more, you know; and I don't see how I can do more, in every way, than I've done."
<name>Milly</name>	Milly	Jim	He trusted that a good time was to be, out and out, the programme for all of them; and he assented liberally to [MASK]'s proposal that, disencumbered and irresponsible--his things were in the omnibus with those of the others--they should take a further turn round before going to the hotel.
<name>Strether</name>	Strether	Strether	"The heroine. I've treated her," said [MASK], "not a bit like a hero. Oh," he sighed, "I don't do it well!" She eased him off. "You do it as you can."
<name>Millicent</name>	Millicent	Strether	[MASK] echoed again with a rueful reflexion. How many nosegays had her present converser sent? "Innocent flowers," she pursued, "as much as he likes. And he sends me splendours; he knows all the best places--he has found them for himself; he's wonderful."
<name>Maurice</name>	Maurice	Chad	The upshot was indeed to make our friend marvel. "Oh if THAT'S all that's the matter with you--!" It was HE who almost showed resentment. [MASK]'s smile of a truth more than met it. "But isn't that enough?"
<name>Longdon</name>	Longdon	Chad	[MASK] looked as if he thought it nice of his old friend to put it so. "Don't you count it as anything that you're dished--if you ARE dished? Are you, my dear man, dished?"
<name>She</name>	She	Waymarsh	"Has anything particular happened," he asked after a minute--"so suddenly to determine her? Has she heard anything unexpected from home?" [MASK], on this, it seemed to him, looked at him harder than ever. "'Unexpected'?"
<name>Strether</name>	Strether	Strether	"She sees him as different." "And how does she see him?" [MASK] gave it up. "How can one tell how a deep little girl sees a deep young man?" "Is every one so deep? Is she too?"
<name>Strether</name>	Strether	Strether	"She imagined stupidly--so it comes to the same thing." "Stupidly? Oh!" said [MASK]. But she insisted. "She imagined meanly." He had it, however, better. "It couldn't but be ignorantly."
<name>Victor</name>	Victor	Jeanne	"Well, about [MASK] now?" she smiled--it had the gaiety with which she had originally come in. He felt it on the instant to represent her motive and real errand. But he had been schooling her of a truth to say much in proportion to his little.
<name>Wemmick</name>	Wemmick	Waymarsh	"Do you mean a smell? What of?" "A charming scent. But I don't know." [MASK] gave an inferential grunt. "Does he live there with a woman?" "I don't know."
<name>Strether</name>	Strether	Chad	He had never been more a man of the world, and it was always in his company present to our friend that one was seeing how in successive connexions a man of the world acquitted himself. [MASK] kept it up beautifully.
<name>Maisie</name>	Maisie	Chad	She enjoys for instance, almost as much as anything else, not being, as I've said, afraid of me; and I think I gave her help in that." [MASK] took a deeper interest. "Was she very very nasty?"
<name>Strether</name>	Strether	Strether	"It's just," said [MASK], "what I've come to you to help me to discover. I mean anything about anything over here. I FELT that, up there. It regularly rose before me in its might. The young man moreover--
<name>Milly</name>	Milly	Mamie	"It's [MASK]--so far as I've had it from you--who'll be their great card." And then as his contemplative silence wasn't a denial she significantly added: "I think I'm sorry for her."
<name>Strether</name>	Strether	Strether	[MASK] faced the question, and his answer was the more emphatic. "Don't put it off, my dear boy, on ME!" "Well--I see what you mean. I'm sure you'd behave beautifully but you DON'T want to see her.
<name>Longdon</name>	Longdon	Sarah	I doubt meanwhile," he went on, "if [MASK] has at all directly attacked him." His companion brooded. "But won't he wish for his own satisfaction to make his ground good to her?" "No--
<name>Strether</name>	Strether	Strether	I don't need protection, so that I was free to 'funk' you--simply to dodge your test. The responsibility was too much for me. I gained time, and when I came back the need of a test had blown over." [MASK] thought of it serenely.
<name>Strether</name>	Strether	Waymarsh	These all were things congruous with his confession, and his confession was that he HAD--it would come out properly just there if [MASK] would only take it properly--agreed to breakfast out, at twelve literally, the next day.
<name>Maisie</name>	Maisie	Mamie	We shall feel at least that." "Oh," she sighed, "the quantity we seem likely to 'feel'! But what becomes, in these conditions, of the girl?" "Of [MASK]--if we're all provided? Ah for that
<name>Milly</name>	Milly	Chad	[MASK] found it," she continued with her lighted, faintly flushed, her conscious confidential face, "in the quietest way in the world. Or rather it found HIM--for everything finds him; I mean finds him right.
<name>Mrs. Stringham</name>	Mrs. Stringham	Mamie	I shall tell her the matter with her is that she wants only too much to do right. To do right for her, naturally," said [MASK], "is to please." "Her mother, do you mean?" "Her mother first."
<name>Milly</name>	Milly	Maria	[MASK] had a pause; then she spoke as if for conscience. "She wouldn't have done with YOU. She feels she has lost you--yet that she might have been better for you." "Oh she has been quite good enough!"
<name>Maria</name>	Maria	Chad	He went on however well enough, as well as he could do without fresh counsel; he indeed shouldn't stand quite firm, he felt, till he should have re-established his communications with [MASK]. Still, he could always speak for the woman he had so definitely promised to "save."
