<name>M</name>	M	Sullivan	He was the President and you had to sit and wait patiently, even if you wanted to reach across and throttle him. Finally he swiveled around. The eyes were dark, cold and commanding. “Nothing. I want you to do nothing. I better get in touch with [MASK].
<name>Tom</name>	Tom	Jack	“So what’s your idea then?” [MASK] rubbed back his hair, dug his fingers into his leg until the pain in his knee subsided and then lay down on the seat. “Who-ever’s behind all this wanted the letter opener back really bad.
<name>Trask</name>	Trask	Sullivan	“I don’t want anything leaking back to [MASK], that’s how come.” “You don’t think they’d try anything again?” “The only thing I know is that I don’t know the answer to that question and neither do you.
<name>Michael</name>	Michael	Jack	“Yes, it does.” She smiled back at him, kissed his cheek gently. She took his arm and encircled her waist with it. [MASK] looked back at the mansion, soon to be his three-point-eight-million-dollar home.
<name>Grady</name>	Grady	Burton	The lights in the house had moved progressively from room to room until they reached the east side of the place, when all lights were dramatically extinguished. [MASK] looked at the dormant taillights of his partner’s car. The kid had made a mistake. Being here.
<name>Frank</name>	Frank	Burton	To most perhaps an unnecessary precaution, but to [MASK], no precaution was unnecessary. The police had one useless slug and would never find the other. Even if they could, the barrel on his new pistol would be squeaky clean.
<name>Maxwell</name>	Maxwell	Burton	“When does he want the money again?” [MASK] looked at her. “If a wire transfer does not reach the designated account by close of business, there will be no tomorrow for any of us.”
<name>Grimes</name>	Grimes	Simon	[MASK] looked dubious. “We’ll pull the carpet to see if any leaked through, but I doubt it. Not much soaks into a treated carpet. And any residue has been mixed with a lot of stuff. So don’t count on it.”
<name>Truman</name>	Truman	Sullivan	Then the old man stumbled slightly but righted himself by grasping the arms of the President. After his guests had gone, [MASK] smoked a cigar in his study. As he moved to the window, the lights from the presidential motorcade quickly faded from view.
<name>Michael</name>	Michael	Jack	Dressed in yet another expensive evening gown, her hair tumbled down her shoulders framing significant cleavage. She was not smiling. “[MASK], what are you doing here?” “I want to talk to you.”
<name>Rick</name>	Rick	Jack	But then [MASK] thought, his own reality was no longer normal, if it ever had been. Both he and the pathetic mass across from him were involved in their own peculiar struggles. And death could claim either of them, at any time.
<name>Frank</name>	Frank	Frank	They walked back to the garage together. [MASK] looked inside the van, at all the hoses, power handles, bottles and heavy cleaning equipment. “This the van you used to do the Sullivan place?” “This been my van for three years.
<name>Rapp</name>	Rapp	Russell	“No argument there. Just like us all.” The President closed the binder he had been examining and stood up, surveyed the White House grounds from the window. “So the man will shortly be in custody?” He turned to look at [MASK].
<name>Elon</name>	Elon	Walter	For the fortunate few, wham, zero to the top in seconds. Improbable success is just that: improbable. But that’s what makes it so damn satisfying. By the way, let me shake your hand for taking such good care of [MASK].”
<name>Frank</name>	Frank	Pettis	She knew [MASK]’s prints by heart now. He was unfortunate enough to have all arches, one of the rarest of fingerprint compositions, as well as a tiny scar on his thumb that had in fact led to his arrest years earlier for grand-theft auto.
<name>Harry</name>	Harry	Seth	“I’ve already got it, [MASK],” she said. He nodded and picked up the picture. Nice-looking woman, he thought to himself, real nice-looking in a come-fuck-me kind of way.
<name>Reacher</name>	Reacher	Burton	“But again we’re confronted with the possibility of the police catching up to him—” “And him spilling his guts,” [MASK] finished the sentence. “Yeah, that’s a possibility. A real possibility.” The President picked up the photo.
<name>David</name>	David	Luther	Her eyes closed once again, as her breathing turned perceptibly to a low moan. The man moved his attention again to her neck. His eyes were wide open, looking across at where [MASK] sat but with no idea of his presence.
<name>Jack</name>	Jack	Frank	The Kansas license plates on the vehicle that had nearly crashed into them quickly disappeared. “Stupid tourists. Fucking bastards!” [MASK] gripped the steering wheel hard, his breath coming in gasps. The shoulder restraint had done its job, but it had dug deeply into his skin.
<name>Frank</name>	Frank	Jack	“If you had I think my little bird would’ve told me. But if you want to insist on the point we can just wait for the lieutenant to show up and join the party.” [MASK] burst up from the bed and launched himself toward the door.
<name>Harry</name>	Harry	Kate	She finally looked at him. “I really don’t care what he says he’s going to do.” She touched her nose, which was red and swollen and hurt like hell. “Come on, [MASK].
<name>I</name>	I	Pettis’ll	“I’ve got sixty-five employees and a turnover rate of over sixty percent. I usually don’t even see the guy after he’s hired. Everybody starts to look the same after a while anyway. [MASK] remember.” “Anything else you think might help me?”
<name>Turnbull</name>	Turnbull	Freeze	The image of his wife and three daughters veered across his mind until he pushed it back out. He needed to concentrate. He was finally close enough. He prayed his accelerated breathing would not betray him. He leveled his pistol at the broad back. “[MASK]!
<name>Travis</name>	Travis	Alan	He could be so stupid sometimes. “You’re like a Fortune 500 company, [MASK], everything about you is public information.” “Well, not everything.” “That remains to be seen, doesn’t it?
<name>Eve</name>	Eve	Kate	[MASK] sat erect on the edge of the couch trying to remain calm, although her fingers kept fluttering to her small chain necklace, twisting and turning it into small knots, tiny centers of bedlam. “From what you’ve told me, Lieutenant, you don’t have much.
<name>Franklin</name>	Franklin	Lord	[MASK] slumped back in his chair, his mass extrapolating outward until it fully engulfed the space. Outside the restaurant a truly beautiful fall day was unfolding. Neither rain nor excessive humidity marred the blue sky’s perfectness; the gentle breeze rustled discarded newspapers.
<name>Harry</name>	Harry	Luther	“[MASK] told me that if anything happened to him I was to wait a little bit and then I was to send the package on to you. He told me not to open it and I didn’t. He said it was like a Pandora’s box.
<name>He</name>	He	Budizinski	The man was not particularly bright, had no previous police record and had spent his adult life performing menial tasks for a living, no doubt compelled by his having finished only the fifth grade. His apartment was modest to the point of near poverty. [MASK] was a dead end.
<name>Harry</name>	Harry	Jack	But that’s sent plenty of people to jail.” “I’m not arguing with that.” “The truth is, [MASK], there’s an awful lot of shit that doesn’t make any sense.”
<name>Harry</name>	Harry	Jack	“That’s what I’m hoping. You knew him a lot better than I did. Maybe you’ll see something I don’t.” “Then I’m up to it.” Even forewarned, [MASK] was not prepared.
<name>Reacher</name>	Reacher	Lord	Normally a lot. The problem was the ex-communists had no money, unless you counted rubles and coupons and kopecks and whatever else they were using these days, all of which might as well be used for toilet paper. That reality did not trouble [MASK].
<name>Emily</name>	Emily	Kate	The entire facade of the building consisted of mirrored panels that gave a complete image of the area directly opposite it. The panel was heavy and even the burly men struggled with the weight and bulk. [MASK] bundled her coat around her and sipped her coffee.
<name>Reacher</name>	Reacher	Jack	[MASK] stared at him. “Bullshit. How’d they manage that?” “A little tricky from a legal-technical point of view. They prosecuted him under the murder-for-hire statute. That’s the only one where the trigger man rule doesn’t apply.”
<name>He</name>	He	Lord	The trouble was, familiar faces kept disappearing as time moved forward, stolen away by death or retirement to points south. He removed a fleck of dust from one of his monogrammed shirt cuffs and sighed. [MASK] had picked this establishment, maybe this town, clean.
<name>John</name>	John	Jack	Then what?” She looked at him coldly. “Then it happens. That’s not my problem.” [MASK] got up and started to leave. Then he turned back, his face red with anger. “I’ll tell you how the funeral service goes.
<name>Jack</name>	Jack	Frank	“Right, so what would you do given those facts?” [MASK] pulled to the curb and put the car in park. He turned around. “I’d try to get something else on them. That’s what I’d do.” “How?
<name>Hart</name>	Hart	Jacobs	In the age of sound bites and photo ops, being able to look and talk a big game was an absolute necessity. [MASK] was not even the best among a very weak group that had seen its two leading candidates knocked out over assorted scandals, sexually based and otherwise.
<name>John</name>	John	McCarty	A wire transfer will be set up to funnel the fee to an account of your choosing. My planes will be available to you if the need arises. Understood?” [MASK] nodded, a little put off by his client’s series of commands.
