<name>Heaven</name>	Heaven	Goodness	I now perceived still more how she had been beating about the bush and how weary at last it had made her. “Your letter won’t have got there. Your letter never went.” “What then became of it?” “[MASK] knows!
<name>Miles</name>	Miles	Miles	While this was done [MASK] stood again with his hands in his little pockets and his back to me--stood and looked out of the wide window through which, that other day, I had seen what pulled me up.
<name>Flora</name>	Flora	Flora	The weather had changed back, a great wind was abroad, and beneath the lamp, in my room, with [MASK] at peace beside me, I sat for a long time before a blank sheet of paper and listened to the lash of the rain and the batter of the gusts.
<name>Miles</name>	Miles	Flora	It’s YOU who must go. You must take [MASK].” My visitor, at this, did speculate. “But where in the world--?” “Away from here. Away from THEM. Away, even most of all, now, from me.
<name>Miles</name>	Miles	Flora	Of the positive identity of the apparition I would assure myself as soon as the small clock of my courage should have ticked out the right second; meanwhile, with an effort that was already sharp enough, I transferred my eyes straight to little [MASK], who, at the moment, was about ten yards away.
<name>London</name>	London	Luke	I achieved thoughtfully a few loops of my knitting. “Well, then, go to [MASK], and I’ll wait for what you promise. Only, in return for that, satisfy, before you leave me, one very much smaller request.”
<name>Miles</name>	Miles	Quint	I pressed again, of course, at this. “You reminded him that [MASK] was only a base menial?” “As you might say! And it was his answer, for one thing, that was bad.” “And for another thing?”
<name>Maisie</name>	Maisie	Flora	The revelation then of the manner in which [MASK] was affected startled me, in truth, far more than it would have done to find her also merely agitated, for direct dismay was of course not what I had expected.
<name>Flora</name>	Flora	Flora	You don’t believe me?” I pressed. She turned right and left in her distress. “How can you be sure?” This drew from me, in the state of my nerves, a flash of impatience. “Then ask [MASK]--SHE’S sure!”
<name>Chadwick</name>	Chadwick	Bly	“Well--I want to see more life.” “I see; I see.” We had arrived within sight of the church and of various persons, including several of the household of [MASK], on their way to it and clustered about the door to see us go in.
<name>Miles</name>	Miles	Quint	I waited. “He repeated your words to [MASK]?” “No, not that. It’s just what he WOULDN’T!” she could still impress upon me. “I was sure, at any rate,” she added, “that he didn’t.
<name>Miles</name>	Miles	Flora	The foremost thing I saw there by the light of the candle I had left burning was that [MASK]’s little bed was empty; and on this I caught my breath with all the terror that, five minutes before, I had been able to resist.
<name>Miles</name>	Miles	XIII	“I would leave, on the spot, both him and you.” [MASK] It was all very well to join them, but speaking to them proved quite as much as ever an effort beyond my strength--offered, in close quarters, difficulties as insurmountable as before.
<name>Lockwood</name>	Lockwood	Quint	Gaping still, but meeting me, she pieced it all together. “He never wore his hat, but he did wear--well, there were waistcoats missed. They were both here--last year. Then the master went, and [MASK] was alone.”
<name>Miles</name>	Miles	Flora	My perambulations had given me, meanwhile, no glimpse of him, but they had tended to make more public the change taking place in our relation as a consequence of his having at the piano, the day before, kept me, in [MASK]’s interest, so beguiled and befooled.
<name>November</name>	November	November	On this, however, he faced to the window again and presently reached it with his vague, restless, cogitating step. He remained there awhile, with his forehead against the glass, in contemplation of the stupid shrubs I knew and the dull things of [MASK].
<name>Miles</name>	Miles	Flora	he with a sudden fury gave me back. I seized, stupefied, his supposition--some sequel to what we had done to [MASK], but this made me only want to show him that it was better still than that.
<name>Miles</name>	Miles	Miles	“You opened the letter?” “I opened it.” My eyes were now, as I held him off a little again, on [MASK]’s own face, in which the collapse of mockery showed me how complete was the ravage of uneasiness.
<name>Quint</name>	Quint	Quint	To play with him, I mean--to spoil him.” She paused a moment; then she added: “[MASK] was much too free.” This gave me, straight from my vision of his face--SUCH a face!--a sudden sickness of disgust.
<name>Miles</name>	Miles	Douglas	“Excuse me--I thought that was just what you ARE doing.” “In her successor’s place,” I suggested, “I should have wished to learn if the office brought with it--” “Necessary danger to life?” [MASK] completed my thought.
<name>Miles</name>	Miles	Flora	It was after luncheon, and by the schoolroom fire, and yet I hadn’t really, in the least, slept: I had only done something much worse--I had forgotten. Where, all this time, was [MASK]?
<name>Trimalchio's</name>	Trimalchio's	Quint	It has been easy to live with them, because they’re simply leading a life of their own. They’re not mine--they’re not ours. They’re his and they’re hers!” “[MASK]’s and that woman’s?”
<name>Flora</name>	Flora	Flora	On reaching the house I had never so much as looked for the boy; I had simply gone straight to my room to change what I was wearing and to take in, at a glance, much material testimony to [MASK]’s rupture. Her little belongings had all been removed.
<name>Miles</name>	Miles	Flora	There were naturally things that in [MASK]’s presence could pass between us only as prodigious and gratified looks, obscure and roundabout allusions. “And the little boy--does he look like her? Is he too so very remarkable?” One wouldn’t flatter a child.
<name>Douglas</name>	Douglas	Douglas	So far had [MASK] presented his picture when someone put a question. “And what did the former governess die of?--of so much respectability?” Our friend’s answer was prompt. “That will come out. I don’t anticipate.”
<name>Flora</name>	Flora	Flora	I had left a light burning, but it was now out, and I felt an instant certainty that [MASK] had extinguished it. This brought me to my feet and straight, in the darkness, to her bed, which I found she had left.
<name>Fielding</name>	Fielding	Fielding	I remember that the book I had in my hand was [MASK]’s Amelia; also that I was wholly awake. I recall further both a general conviction that it was horribly late and a particular objection to looking at my watch.
<name>Maisie</name>	Maisie	Miles	I markedly rested. “How do you know what I think?” “Ah, well, of course I don’t; for it strikes me you never tell me. But I mean does HE know?” “Know what, [MASK]?”
<name>Roderick</name>	Roderick	Miles	The roast mutton was on the table, and I had dispensed with attendance. [MASK], before he sat down, stood a moment with his hands in his pockets and looked at the joint, on which he seemed on the point of passing some humorous judgment.
<name>Maisie</name>	Maisie	Flora	Still, all this while, nothing more passed between us save that [MASK] had let her foolish fern again drop to the ground. What she and I had virtually said to each other was that pretexts were useless now.
<name>Miles</name>	Miles	Quint	“They’re smart, but they’re not his own.” She broke into a breathless affirmative groan: “They’re the master’s!” I caught it up. “You DO know him?” She faltered but a second. “[MASK]!”
<name>Miles</name>	Miles	Miles	They performed the dizziest feats of arithmetic, soaring quite out of MY feeble range, and perpetrated, in higher spirits than ever, geographical and historical jokes. It was conspicuous of course in [MASK] in particular that he appeared to wish to show how easily he could let me down.
<name>Flora</name>	Flora	Flora	[MASK], a short way off, stood before us on the grass and smiled as if her performance was now complete. The next thing she did, however, was to stoop straight down and pluck--quite as if it were all she was there for--a big, ugly spray of withered fern.
<name>Miles</name>	Miles	Miles	I felt that I didn’t know so well as [MASK], and I took temporary refuge. “You want to go to your uncle?” Again, at this, with his sweet ironic face, he made a movement on the pillow.
<name>Miles</name>	Miles	Miles	There was clearly another person above me--there was a person on the tower; but the presence on the lawn was not in the least what I had conceived and had confidently hurried to meet. The presence on the lawn--I felt sick as I made it out--was poor little [MASK] himself.
<name>udolpho</name>	udolpho	Udolpho	It was not that I didn’t wait, on this occasion, for more, for I was rooted as deeply as I was shaken. Was there a “secret” at Bly--a mystery of [MASK] or an insane, an unmentionable relative kept in unsuspected confinement?
<name>Miles</name>	Miles	Quint	“Of things that man could do. [MASK] was so clever--he was so deep.” I took this in still more than, probably, I showed. “You weren’t afraid of anything else? Not of his effect--?” “His effect?”
<name>Miles</name>	Miles	Flora	“And him who thinks so well of you!” “He has an odd way--it comes over me now,” I laughed,”--of proving it! But that doesn’t matter. What [MASK] wants, of course, is to get rid of me.”
<name>Strether</name>	Strether	Luke	“I have to see [MASK].” I had not yet reduced him to quite so vulgar a lie, and I felt proportionately ashamed. But, horrible as it was, his lies made up my truth. I achieved thoughtfully a few loops of my knitting.
<name>Miles</name>	Miles	Flora	“Of the lost. Of the damned. And that’s why, to share them-” I faltered myself with the horror of it. But my companion, with less imagination, kept me up. “To share them--?” “She wants [MASK].”
<name>Maisie</name>	Maisie	Flora	“THAT’S what [MASK] knows.” After a little she turned round. “The person was in black, you say?” “In mourning--rather poor, almost shabby. But--yes--with extraordinary beauty.”
<name>Miles</name>	Miles	Miles	“Why, where are your things?” “Where yours are, my dear!” I promptly returned. She had already got back her gaiety, and appeared to take this as an answer quite sufficient. “And where’s [MASK]?” she went on.
<name>Miles</name>	Miles	Miles	“I don’t think your uncle much cares.” [MASK], on this, stood looking at me. “Then don’t you think he can be made to?” “In what way?” “Why, by his coming down.”
<name>Miles</name>	Miles	dislike?”--this	Of something much worse.” “Worse than [MASK] left her indeed at a loss. “With a determination--indescribable. With a kind of fury of intention.” I made her turn pale. “Intention?” “To get hold of her.”
<name>Lucy</name>	Lucy	Bly	Come here and take your mutton.” He alertly obeyed me, carried the plate carefully to his seat, and, when he was established, went on. “Did [MASK] disagree with her so terribly suddenly?” “Not so suddenly as you might think.
<name>Griffin</name>	Griffin	Griffin	“I quite agree--in regard to [MASK]’s ghost, or whatever it was--that its appearing first to the little boy, at so tender an age, adds a particular touch. But it’s not the first occurrence of its charming kind that I know to have involved a child.
<name>Eveline</name>	Eveline	Flora	There was no trace of [MASK] on that nearer side of the bank where my observation of her had been most startling, and none on the opposite edge, where, save for a margin of some twenty yards, a thick copse came down to the water.
<name>Maisie</name>	Maisie	Flora	[MASK] has now her grievance, and she’ll work it to the end.” “Yes, miss; but to WHAT end?” “Why, that of dealing with me to her uncle. She’ll make me out to him the lowest creature--!”
<name>Griffin</name>	Griffin	Douglas	I can see [MASK] there before the fire, to which he had got up to present his back, looking down at his interlocutor with his hands in his pockets. “Nobody but me, till now, has ever heard. It’s quite too horrible.”
<name>Flora</name>	Flora	us”--I	I seemed to myself, for the instant, to have mastered it, to see it all. “Leave us, leave [MASK] was already, at the door, hurrying her off. “I’ll get it out of him. He’ll meet me--he’ll confess.
<name>Quint</name>	Quint	Quint	I knew, nonetheless, exactly what dreadful face she had to show; and I wondered whether, if instead of being above I had been below, I should have had, for going up, the same nerve I had lately shown [MASK].
<name>Adele</name>	Adele	Flora	I turned and saw that [MASK], whom, ten minutes before, I had established in the schoolroom with a sheet of white paper, a pencil, and a copy of nice “round o’s,” now presented herself to view at the open door.
<name>Miles</name>	Miles	Miles	I saw neither of them on my return, but, on the other hand, as by an ambiguous compensation, I saw a great deal of [MASK]. I saw--I can use no other phrase--so much of him that it was as if it were more than it had ever been.
<name>Miles</name>	Miles	Miles	What was it you had in mind when, in our distress, before [MASK] came back, over the letter from his school, you said, under my insistence, that you didn’t pretend for him that he had not literally EVER been ‘bad’?
<name>Miles</name>	Miles	Miles	This was so singularly the case that it had presumably much to do with the fact as to which, at the present day, I am at a loss for a different explanation: I allude to my unnatural composure on the subject of another school for [MASK].
<name>Miles</name>	Miles	Miles	That kept us a little longer suspended and unbruised. “I’ll tell you everything,” [MASK] said--“I mean I’ll tell you anything you like. You’ll stay on with me, and we shall both be all right, and I WILL tell you--I WILL.
<name>Douglas</name>	Douglas	Douglas	It was this observation that drew from [MASK]--not immediately, but later in the evening--a reply that had the interesting consequence to which I call attention. Someone else told a story not particularly effective, which I saw he was not following.
<name>Maisie</name>	Maisie	Flora	[MASK] was so markedly feverish that an illness was perhaps at hand; she had passed a night of extreme unrest, a night agitated above all by fears that had for their subject not in the least her former, but wholly her present, governess.
<name>Maisie</name>	Maisie	Miles	She said, ‘Oh, of course, of course!’--and I said the same.” I thought a moment. “You were too sweet, too--I can hear you all. But nonetheless, between [MASK] and me, it’s now all out.”
<name>Strether</name>	Strether	Miles	“No, I can’t say that, [MASK].” “Except just that one night, you know--!” “That one night?” I couldn’t look as straight as he. “Why, when I went down--went out of the house.”
<name>Isabel</name>	Isabel	Douglas	“Oh, I can’t wait for the story!” “The story WON’T tell,” said [MASK]; “not in any literal, vulgar way.” “More’s the pity, then. That’s the only way I ever understand.”
<name>Miles</name>	Miles	Miles	The exultation with which he uttered this helped me somehow, for the instant, to meet him rather more. “And how much will YOU, [MASK], have to tell him? There are things he’ll ask you!” He turned it over.
<name>Miles</name>	Miles	Miles	“But aren’t they all--?” “Sent home--yes. But only for the holidays. [MASK] may never go back at all.” Consciously, under my attention, she reddened. “They won’t take him?” “They absolutely decline.”
<name>Maisie</name>	Maisie	Flora	[MASK] doesn’t want me to know.” “It’s only then to spare you.” “No, no--there are depths, depths! The more I go over it, the more I see in it, and the more I see in it, the more I fear.
<name>Bly</name>	Bly	Bly	The summer had turned, the summer had gone; the autumn had dropped upon [MASK] and had blown out half our lights. The place, with its gray sky and withered garlands, its bared spaces and scattered dead leaves, was like a theater after the performance--all strewn with crumpled playbills.
<name>Maisie</name>	Maisie	Flora	Then it came over me that, in spite of [MASK]’s presumable sequestration from the instant of her return from the pool, it might already be too late. “Do you mean,” I anxiously asked, “that they HAVE met?”
<name>Bly</name>	Bly	Bly	It struck me that at this he just faintly colored. He gave, at any rate, like a convalescent slightly fatigued, a languid shake of his head. “I don’t--I don’t. I want to get away.” “You’re tired of [MASK]?”
<name>Chad</name>	Chad	Miles	I see it’s the only way. What’s ‘out,’ as I told you, with [MASK] is that if he thinks I’m afraid to--and has ideas of what he gains by that--he shall see he’s mistaken.
<name>Miles</name>	Miles	Miles	So for a moment we remained, while I stared about me and saw that the drawn curtains were unstirred and the window tight. “Why, the candle’s out!” I then cried. “It was I who blew it, dear!” said [MASK].
<name>Miles</name>	Miles	Miles	Both the children had a gentleness (it was their only fault, and it never made [MASK] a muff) that kept them--how shall I express it?--almost impersonal and certainly quite unpunishable. They were like the cherubs of the anecdote, who had--morally, at any rate--nothing to whack!
<name>Miles</name>	Miles	Quint	“Never mentioned her in connection with [MASK]?” She saw, visibly flushing, where I was coming out. “Well, he didn’t show anything. He denied,” she repeated; “he denied.” Lord, how I pressed her now!
<name>Strether</name>	Strether	Douglas	But the salary offered much exceeded her modest measure, and on a second interview she faced the music, she engaged.” And [MASK], with this, made a pause that, for the benefit of the company, moved me to throw in--
<name>Miles</name>	Miles	Miles	“I know everything.” He gave me at this the longest and strangest look. “Everything?” “Everything. Therefore DID you--?” But I couldn’t say it again. [MASK] could, very simply. “No. I didn’t steal.”
<name>Fanny</name>	Fanny	Flora	“I’ll be hanged,” it said, “if _I_‘ll speak!” It was [MASK] who, gazing all over me in candid wonder, was the first. She was struck with our bareheaded aspect. “Why, where are your things?”
